Date,Open,High,Low,Close,Adj Close,Volume
2016-04-14,3.492900,3.520200,3.490700,3.493500,3.493500,0
2016-04-15,3.472100,3.540000,3.446400,3.472500,3.472500,0
2016-04-18,3.524100,3.601400,3.475400,3.531000,3.531000,0
2016-04-19,3.608300,3.612200,3.536200,3.609900,3.609900,0
2016-04-20,3.524400,3.563000,3.504200,3.525300,3.525300,0
2016-04-21,3.524500,3.536000,3.503100,3.524400,3.524400,0
2016-04-22,3.524100,3.596200,3.522400,3.524400,3.524400,0
2016-04-25,3.559900,3.565700,3.534400,3.562300,3.562300,0
2016-04-26,3.549800,3.552300,3.520800,3.550400,3.550400,0
2016-04-27,3.521400,3.539900,3.510000,3.520200,3.520200,0
2016-04-28,3.520400,3.523600,3.477400,3.521500,3.521500,0
2016-04-29,3.480100,3.492100,3.424700,3.479700,3.479700,0
2016-05-02,3.431400,3.503800,3.412900,3.432800,3.432800,0
2016-05-03,3.496900,3.577100,3.481200,3.496500,3.496500,0
2016-05-04,3.555000,3.568200,3.525800,3.554900,3.554900,0
2016-05-05,3.545200,3.546200,3.504800,3.545400,3.545400,0
2016-05-06,3.534500,3.568600,3.513100,3.533100,3.533100,0
2016-05-09,3.504500,3.664100,3.473900,3.499000,3.499000,0
2016-05-10,3.513900,3.515500,3.465800,3.513000,3.513000,0
2016-05-11,3.470400,3.476000,3.443100,3.470400,3.470400,0
2016-05-12,3.448100,3.500400,3.422500,3.447000,3.447000,0
2016-05-13,3.477100,3.516600,3.460900,3.477100,3.477100,0
2016-05-16,3.527900,3.529400,3.492200,3.530200,3.530200,0
2016-05-17,3.495600,3.521500,3.476800,3.494500,3.494500,0
2016-05-18,3.479300,3.548500,3.479300,3.486100,3.486100,0
2016-05-19,3.557600,3.612800,3.531700,3.558500,3.558500,0
2016-05-20,3.533000,3.561200,3.533000,3.560900,3.560900,0
2016-05-23,3.537500,3.573000,3.510000,3.557300,3.557300,0
2016-05-24,3.566300,3.568400,3.539600,3.566500,3.566500,0
2016-05-25,3.559900,3.617800,3.546100,3.567300,3.567300,0
2016-05-26,3.577900,3.595000,3.560900,3.576900,3.576900,0
2016-05-27,3.555200,3.624200,3.555200,3.582700,3.582700,0
2016-05-30,3.581600,3.612300,3.581600,3.608900,3.608900,0
2016-05-31,3.566700,3.609100,3.551300,3.567400,3.567400,0
2016-06-01,3.584400,3.631400,3.572400,3.583200,3.583200,0
2016-06-02,3.591100,3.605600,3.564100,3.591000,3.591000,0
2016-06-03,3.579600,3.590000,3.525800,3.580100,3.580100,0
2016-06-06,3.529800,3.529800,3.499900,3.524500,3.524500,0
2016-06-07,3.483700,3.509500,3.449700,3.484500,3.484500,0
2016-06-08,3.437100,3.438700,3.370600,3.434900,3.434900,0
2016-06-09,3.357500,3.393700,3.335700,3.357500,3.357500,0
2016-06-10,3.396200,3.439500,3.390100,3.395900,3.395900,0
2016-06-13,3.398300,3.462300,3.393000,3.415800,3.415800,0
2016-06-14,3.477900,3.510300,3.450200,3.477300,3.477300,0
2016-06-15,3.455400,3.491300,3.455400,3.475100,3.475100,0
2016-06-16,3.470000,3.504600,3.468000,3.469300,3.469300,0
2016-06-17,3.461600,3.474500,3.418900,3.461200,3.461200,0
2016-06-20,3.414100,3.414200,3.370400,3.412800,3.412800,0
2016-06-21,3.390400,3.403900,3.352500,3.391700,3.391700,0
2016-06-22,3.412600,3.412600,3.375400,3.412100,3.412100,0
2016-06-23,3.374400,3.375600,3.337700,3.374300,3.374300,0
2016-06-24,3.335800,3.443200,3.315300,3.337000,3.337000,0
2016-06-27,3.367700,3.407100,3.362900,3.367700,3.367700,0
2016-06-28,3.387700,3.392600,3.306200,3.389300,3.389300,0
2016-06-29,3.301300,3.303000,3.225200,3.302500,3.302500,0
2016-06-30,3.236500,3.244700,3.190800,3.237600,3.237600,0
2016-07-01,3.210400,3.244000,3.191400,3.205900,3.205900,0
2016-07-04,3.233200,3.251900,3.210600,3.230600,3.230600,0
2016-07-05,3.288500,3.295300,3.254800,3.288500,3.288500,0
2016-07-06,3.296600,3.334600,3.282500,3.299100,3.299100,0
2016-07-07,3.326900,3.348100,3.319200,3.327000,3.327000,0
2016-07-08,3.361300,3.363100,3.280400,3.361100,3.361100,0
2016-07-11,3.295200,3.314800,3.274100,3.297700,3.297700,0
2016-07-12,3.305800,3.308900,3.260600,3.307200,3.307200,0
2016-07-13,3.292700,3.304000,3.274900,3.293500,3.293500,0
2016-07-14,3.261200,3.264900,3.212000,3.261600,3.261600,0
2016-07-15,3.248800,3.274500,3.229500,3.248400,3.248400,0
2016-07-18,3.270300,3.280900,3.244100,3.276600,3.276600,0
2016-07-19,3.248100,3.280400,3.231300,3.249400,3.249400,0
2016-07-20,3.248100,3.258300,3.229800,3.247900,3.247900,0
2016-07-21,3.250700,3.265900,3.238100,3.252700,3.252700,0
2016-07-22,3.267300,3.289600,3.248500,3.268600,3.268600,0
2016-07-25,3.251500,3.286000,3.236500,3.251500,3.251500,0
2016-07-26,3.283400,3.288600,3.268000,3.282100,3.282100,0
2016-07-27,3.273100,3.286700,3.255300,3.270000,3.270000,0
2016-07-28,3.258300,3.276800,3.237800,3.258600,3.258600,0
2016-07-29,3.282600,3.288600,3.226600,3.281900,3.281900,0
2016-08-01,3.246800,3.266300,3.238500,3.246200,3.246200,0
2016-08-02,3.256900,3.267900,3.234400,3.258400,3.258400,0
2016-08-03,3.254200,3.288200,3.251500,3.252800,3.252800,0
2016-08-04,3.234600,3.238100,3.195000,3.234600,3.234600,0
2016-08-05,3.186300,3.204000,3.157900,3.186900,3.186900,0
2016-08-08,3.160100,3.185800,3.139800,3.160700,3.160700,0
2016-08-09,3.167300,3.169800,3.123800,3.168600,3.168600,0
2016-08-10,3.142900,3.145300,3.110300,3.142900,3.142900,0
2016-08-11,3.126300,3.150000,3.101200,3.124700,3.124700,0
2016-08-12,3.139600,3.166500,3.118700,3.139000,3.139000,0
2016-08-15,3.189900,3.191700,3.156800,3.190500,3.190500,0
2016-08-16,3.185100,3.189900,3.155100,3.184800,3.184800,0
2016-08-17,3.197700,3.231400,3.193000,3.201200,3.201200,0
2016-08-18,3.204900,3.229900,3.181200,3.204800,3.204800,0
2016-08-19,3.238100,3.244100,3.217100,3.237900,3.237900,0
2016-08-22,3.205600,3.223600,3.201000,3.204500,3.204500,0
2016-08-23,3.198800,3.215700,3.184400,3.198700,3.198700,0
2016-08-24,3.235200,3.247400,3.226200,3.235500,3.235500,0
2016-08-25,3.223000,3.239000,3.214500,3.223300,3.223300,0
2016-08-26,3.228600,3.232700,3.186100,3.228300,3.228300,0
2016-08-29,3.263800,3.286800,3.238900,3.264100,3.264100,0
2016-08-30,3.229700,3.261400,3.206400,3.227600,3.227600,0
2016-08-31,3.236900,3.247200,3.216100,3.236800,3.236800,0
2016-09-01,3.226200,3.260000,3.201200,3.226000,3.226000,0
2016-09-02,3.249700,3.268000,3.221300,3.253200,3.253200,0
2016-09-05,3.255800,3.278600,3.246100,3.256100,3.256100,0
2016-09-06,3.267100,3.280600,3.220200,3.267200,3.267200,0
2016-09-07,3.195900,3.213000,3.174500,3.196300,3.196300,0
2016-09-08,3.190600,3.214200,3.163500,3.190700,3.190700,0
2016-09-09,3.214100,3.276000,3.212600,3.214900,3.214900,0
2016-09-12,3.271700,3.303000,3.266700,3.271700,3.271700,0
2016-09-13,3.243300,3.316000,3.243300,3.246900,3.246900,0
2016-09-14,3.312000,3.343800,3.298400,3.314100,3.314100,0
2016-09-15,3.343000,3.364400,3.313000,3.343500,3.343500,0
2016-09-16,3.299900,3.317200,3.286100,3.299800,3.299800,0
2016-09-19,3.265200,3.275600,3.251600,3.265500,3.265500,0
2016-09-20,3.271100,3.272100,3.244300,3.271200,3.271200,0
2016-09-21,3.256200,3.258900,3.228800,3.256100,3.256100,0
2016-09-22,3.209500,3.215500,3.179500,3.209600,3.209600,0
2016-09-23,3.219100,3.231300,3.200100,3.217000,3.217000,0
2016-09-26,3.243600,3.250000,3.232600,3.243200,3.243200,0
2016-09-27,3.241600,3.245500,3.218600,3.240600,3.240600,0
2016-09-28,3.232800,3.253100,3.230200,3.232600,3.232600,0
2016-09-29,3.217900,3.234300,3.211200,3.217800,3.217800,0
2016-09-30,3.259000,3.259400,3.229800,3.259300,3.259300,0
2016-10-03,3.260800,3.261200,3.224200,3.259800,3.259800,0
2016-10-04,3.208800,3.233200,3.203500,3.208700,3.208700,0
2016-10-05,3.256800,3.259400,3.225600,3.254500,3.254500,0
2016-10-06,3.218700,3.242000,3.214100,3.218500,3.218500,0
2016-10-07,3.226900,3.238700,3.189100,3.227200,3.227200,0
2016-10-10,3.221600,3.221600,3.197800,3.219300,3.219300,0
2016-10-11,3.203000,3.224100,3.196300,3.202700,3.202700,0
2016-10-12,3.195800,3.200900,3.191700,3.195900,3.195900,0
2016-10-13,3.200800,3.216200,3.193400,3.200700,3.200700,0
2016-10-14,3.177400,3.196300,3.155900,3.177300,3.177300,0
2016-10-17,3.203900,3.203900,3.185200,3.202000,3.202000,0
2016-10-18,3.203900,3.204600,3.175200,3.204200,3.204200,0
2016-10-19,3.183100,3.195200,3.163200,3.181700,3.181700,0
2016-10-20,3.166800,3.169100,3.149200,3.166100,3.166100,0
2016-10-21,3.135600,3.164000,3.134700,3.139100,3.139100,0
2016-10-24,3.145400,3.150900,3.115900,3.148900,3.148900,0
2016-10-25,3.124400,3.133900,3.098100,3.124500,3.124500,0
2016-10-26,3.110400,3.133000,3.106900,3.110400,3.110400,0
2016-10-27,3.139200,3.159300,3.127000,3.138800,3.138800,0
2016-10-28,3.161800,3.192600,3.154500,3.165300,3.165300,0
2016-10-31,3.203100,3.204700,3.163200,3.203100,3.203100,0
2016-11-01,3.197900,3.230100,3.173500,3.198200,3.198200,0
2016-11-02,3.235400,3.241400,3.219500,3.235100,3.235100,0
2016-11-03,3.252400,3.252500,3.218100,3.252600,3.252600,0
2016-11-04,3.258400,3.260400,3.227000,3.258400,3.258400,0
2016-11-07,3.232300,3.241400,3.184000,3.232300,3.232300,0
2016-11-08,3.200800,3.212600,3.186900,3.200900,3.200900,0
2016-11-09,3.167600,3.245100,3.162000,3.168100,3.168100,0
2016-11-10,3.232900,3.385300,3.206500,3.233000,3.233000,0
2016-11-11,3.394800,3.494100,3.382600,3.395600,3.395600,0
2016-11-14,3.391700,3.473100,3.386500,3.390000,3.390000,0
2016-11-15,3.439300,3.444200,3.431900,3.440300,3.440300,0
2016-11-16,3.441800,3.444200,3.399600,3.441700,3.441700,0
2016-11-17,3.450300,3.451600,3.373800,3.450700,3.450700,0
2016-11-18,3.431200,3.437100,3.369200,3.432400,3.432400,0
2016-11-21,3.383200,3.383200,3.336700,3.382300,3.382300,0
2016-11-22,3.387500,3.387500,3.327100,3.387400,3.387400,0
2016-11-23,3.362700,3.411600,3.349700,3.363600,3.363600,0
2016-11-24,3.430700,3.437700,3.382700,3.431100,3.431100,0
2016-11-25,3.390600,3.462400,3.387800,3.390700,3.390700,0
2016-11-28,3.421000,3.422200,3.386800,3.421000,3.421000,0
2016-11-29,3.406800,3.409900,3.376600,3.407200,3.407200,0
2016-11-30,3.453800,3.454000,3.378600,3.453800,3.453800,0
2016-12-01,3.404200,3.476400,3.382200,3.406300,3.406300,0
2016-12-02,3.576300,3.577300,3.443500,3.573000,3.573000,0
2016-12-05,3.474700,3.504300,3.441900,3.474700,3.474700,0
2016-12-06,3.420100,3.461400,3.416700,3.420000,3.420000,0
2016-12-07,3.406500,3.407700,3.364000,3.406300,3.406300,0
2016-12-08,3.381500,3.414500,3.369700,3.381600,3.381600,0
2016-12-09,3.374400,3.408000,3.350100,3.373700,3.373700,0
2016-12-12,3.377700,3.405600,3.336500,3.377000,3.377000,0
2016-12-13,3.337100,3.364200,3.317600,3.337300,3.337300,0
2016-12-14,3.333900,3.347100,3.302100,3.334200,3.334200,0
2016-12-15,3.368900,3.406600,3.346800,3.369000,3.369000,0
2016-12-16,3.367700,3.405000,3.343000,3.365700,3.365700,0
2016-12-19,3.392400,3.401100,3.366800,3.390400,3.390400,0
2016-12-20,3.363200,3.376800,3.348900,3.363900,3.363900,0
2016-12-21,3.353300,3.357300,3.324800,3.353100,3.353100,0
2016-12-22,3.325500,3.346000,3.315000,3.325400,3.325400,0
2016-12-23,3.285900,3.289300,3.259500,3.286300,3.286300,0
2016-12-26,3.269500,3.272800,3.269500,3.269500,3.269500,0
2016-12-27,3.269800,3.286400,3.266000,3.269600,3.269600,0
2016-12-28,3.269600,3.293800,3.253500,3.269400,3.269400,0
2016-12-29,3.284300,3.284300,3.242100,3.282500,3.282500,0
2016-12-30,3.252600,3.255100,3.249700,3.252300,3.252300,0
2017-01-02,3.253200,3.279700,3.242700,3.253200,3.253200,0
2017-01-03,3.284100,3.289700,3.247500,3.284000,3.284000,0
2017-01-04,3.263500,3.264300,3.218800,3.263500,3.263500,0
2017-01-05,3.214900,3.227600,3.199800,3.214100,3.214100,0
2017-01-06,3.197500,3.211800,3.189400,3.197700,3.197700,0
2017-01-09,3.222400,3.227000,3.196100,3.222200,3.222200,0
2017-01-10,3.193100,3.197000,3.179400,3.195500,3.195500,0
2017-01-11,3.194400,3.222500,3.188300,3.194500,3.194500,0
2017-01-12,3.196000,3.197200,3.156600,3.196300,3.196300,0
2017-01-13,3.186400,3.219200,3.179900,3.186800,3.186800,0
2017-01-16,3.219800,3.230800,3.211500,3.186800,3.186800,0
2017-01-17,3.239900,3.241300,3.198500,3.240500,3.240500,0
2017-01-18,3.209900,3.227800,3.180500,3.209800,3.209800,0
2017-01-19,3.230300,3.233400,3.198900,3.229600,3.229600,0
2017-01-20,3.192900,3.198300,3.184000,3.194900,3.194900,0
2017-01-23,3.168900,3.171600,3.155100,3.142300,3.142300,0
2017-01-24,3.161500,3.171100,3.156900,3.161700,3.161700,0
2017-01-25,3.168700,3.170900,3.159100,3.168700,3.168700,0
2017-01-26,3.168900,3.187800,3.148300,3.168500,3.168500,0
2017-01-27,3.175700,3.179800,3.144100,3.176100,3.176100,0
2017-01-30,3.138700,3.151200,3.118300,3.109600,3.109600,0
2017-01-31,3.125200,3.135300,3.105600,3.125500,3.125500,0
2017-02-01,3.147900,3.160300,3.134400,3.150100,3.150100,0
2017-02-02,3.128100,3.129900,3.107800,3.128000,3.128000,0
2017-02-03,3.122200,3.135600,3.104600,3.122500,3.122500,0
2017-02-06,3.116000,3.123900,3.106400,3.119500,3.119500,0
2017-02-07,3.114800,3.133300,3.111700,3.113700,3.113700,0
2017-02-08,3.116700,3.126800,3.115500,3.116700,3.116700,0
2017-02-09,3.116100,3.125100,3.112600,3.115900,3.115900,0
2017-02-10,3.128600,3.129300,3.107100,3.128800,3.128800,0
2017-02-13,3.115800,3.121000,3.109600,3.107100,3.107100,0
2017-02-14,3.110000,3.115200,3.091200,3.110100,3.110100,0
2017-02-15,3.083500,3.089700,3.058100,3.081200,3.081200,0
2017-02-16,3.056000,3.058100,3.041300,3.056100,3.056100,0
2017-02-17,3.085300,3.105500,3.080700,3.087500,3.087500,0
2017-02-20,3.103500,3.103600,3.082800,3.095500,3.095500,0
2017-02-21,3.085500,3.102000,3.082900,3.085500,3.085500,0
2017-02-22,3.094100,3.096700,3.072400,3.093900,3.093900,0
2017-02-23,3.062400,3.072000,3.050400,3.062300,3.062300,0
2017-02-24,3.060100,3.103900,3.055700,3.060300,3.060300,0
2017-02-27,3.109500,3.111900,3.104800,3.094600,3.094600,0
2017-02-28,3.107500,3.108700,3.085800,3.105300,3.105300,0
2017-03-01,3.108100,3.116900,3.105500,3.108000,3.108000,0
2017-03-02,3.089500,3.125600,3.077400,3.088200,3.088200,0
2017-03-03,3.155200,3.157100,3.127900,3.154600,3.154600,0
2017-03-06,3.115300,3.120400,3.094900,3.120000,3.120000,0
2017-03-07,3.137400,3.138500,3.110000,3.137200,3.137200,0
2017-03-08,3.118400,3.151900,3.115600,3.115900,3.115900,0
2017-03-09,3.161400,3.182700,3.157800,3.159300,3.159300,0
2017-03-10,3.191400,3.194000,3.150500,3.191300,3.191300,0
2017-03-13,3.138200,3.157600,3.131000,3.147500,3.147500,0
2017-03-14,3.152200,3.166400,3.137200,3.152400,3.152400,0
2017-03-15,3.163500,3.178000,3.142500,3.163700,3.163700,0
2017-03-16,3.102200,3.117200,3.087000,3.099900,3.099900,0
2017-03-17,3.119200,3.120600,3.090300,3.119300,3.119300,0
2017-03-20,3.091800,3.113500,3.078900,3.086600,3.086600,0
2017-03-21,3.070900,3.090700,3.053500,3.071000,3.071000,0
2017-03-22,3.086700,3.104100,3.082000,3.086800,3.086800,0
2017-03-23,3.082600,3.132100,3.071900,3.084800,3.084800,0
2017-03-24,3.138200,3.146900,3.114100,3.138100,3.138100,0
2017-03-27,3.106300,3.133400,3.091500,3.109700,3.109700,0
2017-03-28,3.121700,3.134800,3.120700,3.125200,3.125200,0
2017-03-29,3.137100,3.141100,3.114200,3.138400,3.138400,0
2017-03-30,3.122000,3.133500,3.096300,3.122100,3.122100,0
2017-03-31,3.147600,3.174700,3.125500,3.147700,3.147700,0
2017-04-03,3.120300,3.131500,3.101200,3.121800,3.121800,0
2017-04-04,3.113300,3.135800,3.110600,3.113000,3.113000,0
2017-04-05,3.093100,3.097200,3.071800,3.095600,3.095600,0
2017-04-06,3.120000,3.125000,3.098200,3.119600,3.119600,0
2017-04-07,3.141500,3.143600,3.121600,3.141500,3.141500,0
2017-04-10,3.146000,3.152500,3.130100,3.144700,3.144700,0
2017-04-11,3.128300,3.151800,3.125600,3.131800,3.131800,0
2017-04-12,3.136900,3.150400,3.131500,3.136800,3.136800,0
2017-04-13,3.123600,3.135700,3.117700,3.123500,3.123500,0
2017-04-14,3.143700,3.144100,3.141000,3.142400,3.142400,0
2017-04-17,3.140200,3.144700,3.099300,3.143700,3.143700,0
2017-04-18,3.140200,3.140200,3.081200,3.130300,3.130300,0
2017-04-19,3.106500,3.139100,3.094400,3.106500,3.106500,0
2017-04-20,3.148500,3.150400,3.125300,3.148300,3.148300,0
2017-04-21,3.147000,3.154500,3.144100,3.147100,3.147100,0
2017-04-24,3.146800,3.148500,3.077900,3.146800,3.146800,0
2017-04-25,3.123500,3.163300,3.109500,3.127000,3.127000,0
2017-04-26,3.147100,3.189800,3.130500,3.147200,3.147200,0
2017-04-27,3.171000,3.187900,3.157000,3.171100,3.171100,0
2017-04-28,3.177500,3.208700,3.158500,3.181100,3.181100,0
2017-05-01,3.173300,3.175400,3.167600,3.176100,3.176100,0
2017-05-02,3.175100,3.187500,3.160700,3.175100,3.175100,0
2017-05-03,3.150000,3.159100,3.136000,3.150200,3.150200,0
2017-05-04,3.162500,3.183900,3.137200,3.162100,3.162100,0
2017-05-05,3.184900,3.190700,3.168300,3.184900,3.184900,0
2017-05-08,3.166500,3.195800,3.166500,3.177700,3.177700,0
2017-05-09,3.196500,3.197600,3.178600,3.196400,3.196400,0
2017-05-10,3.188900,3.189500,3.153700,3.186800,3.186800,0
2017-05-11,3.166000,3.166900,3.146300,3.165700,3.165700,0
2017-05-12,3.138800,3.150500,3.118500,3.139000,3.139000,0
2017-05-15,3.124100,3.124500,3.094900,3.177700,3.177700,0
2017-05-16,3.104700,3.108900,3.088900,3.108200,3.108200,0
2017-05-17,3.095700,3.111800,3.092800,3.095800,3.095800,0
2017-05-18,3.135700,3.405200,3.131100,3.133400,3.133400,0
2017-05-19,3.368800,3.369400,3.274300,3.369000,3.369000,0
2017-05-22,3.255900,3.304700,3.229700,3.253300,3.253300,0
2017-05-23,3.265500,3.276500,3.255900,3.265400,3.265400,0
2017-05-24,3.265200,3.275000,3.250300,3.268600,3.268600,0
2017-05-25,3.274000,3.288600,3.265900,3.274200,3.274200,0
2017-05-26,3.273500,3.290000,3.249600,3.273500,3.273500,0
2017-05-29,3.258100,3.272900,3.256300,3.177700,3.177700,0
2017-05-30,3.255200,3.267500,3.252700,3.255400,3.255400,0
2017-05-31,3.256300,3.258500,3.237000,3.256200,3.256200,0
2017-06-01,3.225200,3.237000,3.218800,3.225100,3.225100,0
2017-06-02,3.249100,3.250000,3.228300,3.249000,3.249000,0
2017-06-05,3.246900,3.291900,3.242100,3.249200,3.249200,0
2017-06-06,3.292600,3.299000,3.271800,3.296100,3.296100,0
2017-06-07,3.276000,3.283000,3.266800,3.276000,3.276000,0
2017-06-08,3.265300,3.286800,3.264900,3.267300,3.267300,0
2017-06-09,3.259800,3.279400,3.254700,3.259600,3.259600,0
2017-06-12,3.293700,3.309800,3.274000,3.177700,3.177700,0
2017-06-13,3.316700,3.331300,3.297900,3.316700,3.316700,0
2017-06-14,3.311000,3.315200,3.270400,3.314400,3.314400,0
2017-06-15,3.272700,3.282800,3.270200,3.272600,3.272600,0
2017-06-16,3.275600,3.293800,3.271300,3.273600,3.273600,0
2017-06-19,3.289300,3.311800,3.281100,3.288600,3.288600,0
2017-06-20,3.281000,3.319400,3.278900,3.281100,3.281100,0
2017-06-21,3.322000,3.327500,3.314200,3.325500,3.325500,0
2017-06-22,3.333300,3.344000,3.322400,3.333400,3.333400,0
2017-06-23,3.338200,3.341800,3.325800,3.339700,3.339700,0
2017-06-26,3.339700,3.342400,3.307400,3.341500,3.341500,0
2017-06-27,3.294900,3.324200,3.272800,3.294800,3.294800,0
2017-06-28,3.312000,3.313000,3.297200,3.312000,3.312000,0
2017-06-29,3.279800,3.302000,3.276800,3.279500,3.279500,0
2017-06-30,3.302800,3.311600,3.291200,3.302700,3.302700,0
2017-07-03,3.296800,3.319800,3.280400,3.177700,3.177700,0
2017-07-04,3.297000,3.309800,3.295700,3.300500,3.300500,0
2017-07-05,3.277900,3.329000,3.277900,3.309200,3.309200,0
2017-07-06,3.283500,3.315500,3.283500,3.287000,3.287000,0
2017-07-07,3.297200,3.298400,3.274300,3.297300,3.297300,0
2017-07-10,3.278900,3.300000,3.257400,3.177700,3.177700,0
2017-07-11,null,null,null,null,null,null
2017-07-12,3.253100,3.253800,3.216000,3.253100,3.253100,0
2017-07-13,3.207200,3.216800,3.199200,3.206800,3.206800,0
2017-07-14,3.206500,3.210600,3.182700,3.210000,3.210000,0
2017-07-17,3.181500,3.185300,3.174900,3.177700,3.177700,0
2017-07-18,3.154300,3.182000,3.153000,3.181200,3.181200,0
2017-07-19,3.152800,3.160600,3.147800,3.152700,3.152700,0
2017-07-20,3.149800,3.152800,3.126200,3.147700,3.147700,0
2017-07-21,3.094700,3.125800,3.094700,3.118400,3.118400,0
2017-07-24,3.139500,3.149300,3.134400,3.177700,3.177700,0
2017-07-25,3.142700,3.165200,3.138600,3.144400,3.144400,0
2017-07-26,3.169200,3.174000,3.151100,3.171200,3.171200,0
2017-07-27,3.134000,3.157400,3.116100,3.137500,3.137500,0
2017-07-28,3.152500,3.156500,3.139800,3.152600,3.152600,0
2017-07-31,3.130400,3.141400,3.122000,3.177700,3.177700,0
2017-08-01,3.125700,3.126800,3.109700,3.125800,3.125800,0
2017-08-02,3.126100,3.134300,3.120000,3.122800,3.122800,0
2017-08-03,3.099800,3.125200,3.092400,3.112200,3.112200,0
2017-08-04,3.111500,3.127300,3.103800,3.111500,3.111500,0
2017-08-07,3.116200,3.130800,3.107900,3.129300,3.129300,0
2017-08-08,3.124300,3.134400,3.120000,3.124200,3.124200,0
2017-08-09,3.126200,3.148000,3.123700,3.125900,3.125900,0
2017-08-10,3.154200,3.159000,3.148200,3.152300,3.152300,0
2017-08-11,3.173700,3.175300,3.162200,3.173600,3.173600,0
2017-08-14,3.188800,3.202700,3.173000,3.177700,3.177700,0
2017-08-15,3.187000,3.201800,3.184600,3.187200,3.187200,0
2017-08-16,3.167700,3.174700,3.163600,3.167600,3.167600,0
2017-08-17,3.128500,3.164200,3.128500,3.151400,3.151400,0
2017-08-18,3.173400,3.174300,3.153100,3.173300,3.173300,0
2017-08-21,3.144900,3.149300,3.134500,3.177700,3.177700,0
2017-08-22,3.162800,3.163500,3.147200,3.163000,3.163000,0
2017-08-23,3.160600,3.166600,3.152100,3.160500,3.160500,0
2017-08-24,3.139200,3.144300,3.133300,3.139300,3.139300,0
2017-08-25,3.143100,3.149800,3.135600,3.146500,3.146500,0
2017-08-28,3.155800,3.160000,3.148200,3.158700,3.158700,0
2017-08-29,3.165700,3.174200,3.158900,3.165800,3.165800,0
2017-08-30,3.164300,3.169600,3.160400,3.164200,3.164200,0
2017-08-31,3.158900,3.166000,3.139800,3.158800,3.158800,0
2017-09-01,3.126500,3.146700,3.122800,3.146000,3.146000,0
2017-09-04,3.135800,3.143500,3.134800,3.177700,3.177700,0
2017-09-05,3.139200,3.140600,3.113600,3.139400,3.139400,0
2017-09-06,3.115600,3.117400,3.108600,3.115800,3.115800,0
2017-09-07,3.097500,3.107000,3.095100,3.097900,3.097900,0
